DateTime,MV Ratio,Price
2023-07-10T00:00:00.000Z,1.5,30584.71
2023-07-17T00:00:00.000Z,1.47,29948.54
2023-07-24T00:00:00.000Z,1.44,29330.7
2023-07-31T00:00:00.000Z,1.44,29178.91
2023-08-07T00:00:00.000Z,1.44,29430.95
2023-08-14T00:00:00.000Z,1.37,27579.84
2023-08-21T00:00:00.000Z,1.29,26065.06
2023-08-28T00:00:00.000Z,1.3,26376.76
2023-09-04T00:00:00.000Z,1.28,25859.49
2023-09-11T00:00:00.000Z,1.29,26213.87
2023-09-18T00:00:00.000Z,1.32,26785.92
2023-09-25T00:00:00.000Z,1.31,26742.79
2023-10-02T00:00:00.000Z,1.37,27747.75
2023-10-09T00:00:00.000Z,1.34,27107.21
2023-10-16T00:00:00.000Z,1.41,29047.49
2023-10-23T00:00:00.000Z,1.62,33916.37
2023-10-30T00:00:00.000Z,1.68,34756.4
2023-11-06T00:00:00.000Z,1.73,36233.66
2023-11-13T00:00:00.000Z,1.75,36557.46
2023-11-20T00:00:00.000Z,1.77,37301.8
2023-11-27T00:00:00.000Z,1.8,38268.57
2023-12-04T00:00:00.000Z,2.01,43314.28
2023-12-11T00:00:00.000Z,1.96,42020.25
2023-12-18T00:00:00.000Z,1.98,43168.97
2023-12-25T00:00:00.000Z,1.95,42650.14
2024-01-01T00:00:00.000Z,1.97,43742.61
2024-01-08T00:00:00.000Z,2.01,44885.46
2024-01-15T00:00:00.000Z,1.86,42035.49
2024-01-22T00:00:00.000Z,1.79,40682.73
2024-01-29T00:00:00.000Z,1.87,42881.29
2024-02-05T00:00:00.000Z,1.94,45226.99
2024-02-12T00:00:00.000Z,2.17,50927.79
2024-02-19T00:00:00.000Z,2.18,51533.01
2024-02-26T00:00:00.000Z,2.41,59683.71
2024-03-04T00:00:00.000Z,2.61,66773.14
2024-03-11T00:00:00.000Z,2.64,69655.72
2024-03-18T00:00:00.000Z,2.42,65448.44
2024-03-25T00:00:00.000Z,2.49,69998.54
2024-04-01T00:00:00.000Z,2.41,67442.61
2024-04-04T00:00:00.000Z,2.33,67212.37
2024-04-05T00:00:00.000Z,2.42,67383.5
2024-04-06T00:00:00.000Z,2.39,68577.96
2024-04-07T00:00:00.000Z,2.43,69590.22
2024-04-08T00:00:00.000Z,2.44,70907.46
2024-04-09T00:00:00.000Z,2.51,69981.08
2024-04-10T00:00:00.000Z,2.42,69315.6
2024-04-11T00:00:00.000Z,2.47,70427.93
2024-04-12T00:00:00.000Z,2.45,68252.13
2024-04-13T00:00:00.000Z,2.35,64751.04
2024-04-14T00:00:00.000Z,2.25,64052.34
2024-04-15T00:00:00.000Z,2.3,64615.51
