DateTime,Total Volume,Price
2009-01-03T00:00:00.000Z,50,
2009-01-04T00:00:00.000Z,,
2009-01-05T00:00:00.000Z,,
2009-01-06T00:00:00.000Z,,
2009-01-07T00:00:00.000Z,,
2009-01-08T00:00:00.000Z,,
2009-01-09T00:00:00.000Z,700,
2009-01-10T00:00:00.000Z,3050,
2009-01-11T00:00:00.000Z,4650,
2009-01-12T00:00:00.000Z,4879,
2009-01-13T00:00:00.000Z,6150,
2009-01-14T00:00:00.000Z,6511,
2009-01-15T00:00:00.000Z,6800,
2009-01-16T00:00:00.000Z,5600,
2009-01-17T00:00:00.000Z,5450,
2009-01-18T00:00:00.000Z,5500,
2009-01-19T00:00:00.000Z,6525,
2009-01-20T00:00:00.000Z,6100,
2009-01-21T00:00:00.000Z,5200,
