DateTime,New Addresses,Active Addresses,Zero Balance Addresses,Price
2010-08-07T00:00:00.000Z,275,514,261,0.0606
2010-08-08T00:00:00.000Z,409,584,301,0.06
2010-08-09T00:00:00.000Z,466,778,396,0.0664
2010-08-10T00:00:00.000Z,341,590,273,0.068705
2010-08-11T00:00:00.000Z,406,701,349,0.067705
2010-08-12T00:00:00.000Z,415,579,226,0.065705
2010-08-13T00:00:00.000Z,566,847,512,0.06625
2010-08-14T00:00:00.000Z,408,563,233,0.067
2010-08-15T00:00:00.000Z,278,425,184,0.066
2010-08-16T00:00:00.000Z,465,772,417,0.06495
2010-08-17T00:00:00.000Z,331,494,225,0.069665
2010-08-18T00:00:00.000Z,415,726,414,0.07015
2010-08-19T00:00:00.000Z,316,470,212,0.0673
2010-08-20T00:00:00.000Z,403,656,339,0.06585
2010-08-21T00:00:00.000Z,340,528,234,0.06565
2010-08-22T00:00:00.000Z,346,586,282,0.0638
2010-08-23T00:00:00.000Z,379,653,326,0.064945
2010-08-24T00:00:00.000Z,396,632,312,0.065705
2010-08-25T00:00:00.000Z,355,499,210,0.0653
2010-08-26T00:00:00.000Z,347,652,349,0.0649
2010-08-27T00:00:00.000Z,300,497,227,0.064
2010-08-28T00:00:00.000Z,350,527,255,0.06455
2010-08-29T00:00:00.000Z,264,390,131,0.0644
2010-08-30T00:00:00.000Z,323,522,249,0.050555
2010-08-31T00:00:00.000Z,411,734,410,0.06245
2010-09-01T00:00:00.000Z,389,603,308,0.061255
2010-09-02T00:00:00.000Z,305,543,278,0.06175
2010-09-03T00:00:00.000Z,339,500,221,0.061925
2010-09-04T00:00:00.000Z,275,451,183,0.06179
2010-09-05T00:00:00.000Z,323,548,273,0.06225
2010-09-06T00:00:00.000Z,277,511,234,0.06215
2010-09-07T00:00:00.000Z,255,403,169,0.061155
2010-09-08T00:00:00.000Z,351,545,256,0.061495
2010-09-09T00:00:00.000Z,312,514,233,0.061745
2010-09-10T00:00:00.000Z,357,541,257,0.06097
2010-09-11T00:00:00.000Z,289,433,187,0.06345
2010-09-12T00:00:00.000Z,372,711,408,0.0618
2010-09-13T00:00:00.000Z,444,718,383,0.06235
2010-09-14T00:00:00.000Z,399,664,321,0.118
2010-09-15T00:00:00.000Z,417,662,344,0.06145
2010-09-16T00:00:00.000Z,384,685,367,0.06185
2010-09-17T00:00:00.000Z,344,1003,728,0.05995
2010-09-18T00:00:00.000Z,379,562,258,0.059305
2010-09-19T00:00:00.000Z,356,654,348,0.06135
2010-09-20T00:00:00.000Z,489,705,380,0.0627
2010-09-21T00:00:00.000Z,922,1216,894,0.0628
2010-09-22T00:00:00.000Z,785,1039,676,0.061935
2010-09-23T00:00:00.000Z,664,1049,608,0.06225
2010-09-24T00:00:00.000Z,528,807,416,0.062245
2010-09-25T00:00:00.000Z,570,825,526,0.06205
2010-09-26T00:00:00.000Z,409,623,336,0.06207
2010-09-27T00:00:00.000Z,654,1269,918,0.06209
2010-09-28T00:00:00.000Z,448,1699,1374,0.062205
2010-09-29T00:00:00.000Z,935,1198,889,0.06175
2010-09-30T00:00:00.000Z,419,638,317,0.061725
2010-10-01T00:00:00.000Z,624,847,561,0.061945
2010-10-02T00:00:00.000Z,524,780,501,0.06158
2010-10-03T00:00:00.000Z,387,672,374,0.0612
2010-10-04T00:00:00.000Z,448,828,513,0.061405
2010-10-05T00:00:00.000Z,441,704,404,0.061955
2010-10-06T00:00:00.000Z,420,692,365,0.06235
2010-10-07T00:00:00.000Z,359,647,361,0.0649
2010-10-08T00:00:00.000Z,407,813,510,0.049
2010-10-09T00:00:00.000Z,445,750,451,0.094
2010-10-10T00:00:00.000Z,389,623,308,0.105045
2010-10-11T00:00:00.000Z,376,631,316,0.097
2010-10-12T00:00:00.000Z,402,646,350,0.0905
2010-10-13T00:00:00.000Z,405,926,594,0.0985
2010-10-14T00:00:00.000Z,398,634,328,0.08475
2010-10-15T00:00:00.000Z,362,581,273,0.1055
2010-10-16T00:00:00.000Z,477,933,557,0.1015
2010-10-17T00:00:00.000Z,499,752,386,0.10225
2010-10-18T00:00:00.000Z,643,947,546,0.1
2010-10-19T00:00:00.000Z,958,1408,921,0.09945
2010-10-20T00:00:00.000Z,728,1183,739,0.0985
2010-10-21T00:00:00.000Z,557,994,629,0.103
2010-10-22T00:00:00.000Z,591,972,654,0.10525
2010-10-23T00:00:00.000Z,518,835,501,0.10675
2010-10-24T00:00:00.000Z,530,851,482,0.149
2010-10-25T00:00:00.000Z,469,752,422,0.140045
2010-10-26T00:00:00.000Z,621,866,421,0.1565
2010-10-27T00:00:00.000Z,666,1117,668,0.1705
2010-10-28T00:00:00.000Z,546,998,587,0.18205
2010-10-29T00:00:00.000Z,474,848,480,0.1815
2010-10-30T00:00:00.000Z,424,659,321,0.19325
2010-10-31T00:00:00.000Z,302,572,297,0.18495
2010-11-01T00:00:00.000Z,347,597,293,0.18375
2010-11-02T00:00:00.000Z,294,458,190,0.19275
2010-11-03T00:00:00.000Z,356,574,279,0.2
2010-11-04T00:00:00.000Z,341,607,290,0.2147
2010-11-05T00:00:00.000Z,428,835,501,0.237
2010-11-06T00:00:00.000Z,404,596,278,0.3701
2010-11-07T00:00:00.000Z,421,690,331,0.378
2010-11-08T00:00:00.000Z,517,1571,1165,0.29805
2010-11-09T00:00:00.000Z,400,648,315,0.261
2010-11-10T00:00:00.000Z,409,651,285,0.19
2010-11-11T00:00:00.000Z,392,601,240,0.225
2010-11-12T00:00:00.000Z,281,456,189,0.2565
2010-11-13T00:00:00.000Z,333,579,257,0.28415
2010-11-14T00:00:00.000Z,417,901,557,0.2846
2010-11-15T00:00:00.000Z,4164,4396,4017,0.2755
2010-11-16T00:00:00.000Z,3030,3365,2968,0.249
2010-11-17T00:00:00.000Z,450,675,298,0.2508
2010-11-18T00:00:00.000Z,424,632,275,0.25255
2010-11-19T00:00:00.000Z,354,641,324,0.2741
2010-11-20T00:00:00.000Z,558,784,451,0.2791
2010-11-21T00:00:00.000Z,509,758,386,0.27915
2010-11-22T00:00:00.000Z,374,624,281,0.27845
2010-11-23T00:00:00.000Z,369,660,348,0.28025
2010-11-24T00:00:00.000Z,552,963,529,0.27955
2010-11-25T00:00:00.000Z,591,912,453,0.28025
2010-11-26T00:00:00.000Z,911,1197,767,0.28255
2010-11-27T00:00:00.000Z,521,822,427,0.2835
2010-11-28T00:00:00.000Z,504,706,345,0.2773
2010-11-29T00:00:00.000Z,511,900,485,0.24705
2010-11-30T00:00:00.000Z,525,797,376,0.21695
2010-12-01T00:00:00.000Z,647,1109,649,0.2197
2010-12-02T00:00:00.000Z,521,812,439,0.23665
2010-12-03T00:00:00.000Z,434,881,504,0.2491
2010-12-04T00:00:00.000Z,496,729,290,0.23195
2010-12-05T00:00:00.000Z,502,695,307,0.2125
2010-12-06T00:00:00.000Z,519,734,288,0.20455
2010-12-07T00:00:00.000Z,678,1142,610,0.2089
2010-12-08T00:00:00.000Z,620,903,425,0.23
2010-12-09T00:00:00.000Z,555,835,390,0.20155
2010-12-10T00:00:00.000Z,458,636,266,0.19325
2010-12-11T00:00:00.000Z,774,1070,488,0.20935
2010-12-12T00:00:00.000Z,908,1194,571,0.21735
2010-12-13T00:00:00.000Z,910,1676,1083,0.22
2010-12-14T00:00:00.000Z,810,1131,590,0.2284
2010-12-15T00:00:00.000Z,756,1093,551,0.242
2010-12-16T00:00:00.000Z,641,949,467,0.2386
2010-12-17T00:00:00.000Z,533,796,375,0.2445
2010-12-18T00:00:00.000Z,611,858,388,0.2449
2010-12-19T00:00:00.000Z,676,1088,582,0.24495
2010-12-20T00:00:00.000Z,1027,1461,981,0.2575
2010-12-21T00:00:00.000Z,743,1088,560,0.2535
2010-12-22T00:00:00.000Z,787,1210,680,0.247
2010-12-23T00:00:00.000Z,681,1018,479,0.2455
2010-12-24T00:00:00.000Z,615,851,444,0.246
2010-12-25T00:00:00.000Z,819,1076,540,0.24875
2010-12-26T00:00:00.000Z,720,1028,523,0.2582
2010-12-27T00:00:00.000Z,607,1140,702,0.2605
2010-12-28T00:00:00.000Z,751,1030,519,0.2711
2010-12-29T00:00:00.000Z,600,990,515,0.286
2010-12-30T00:00:00.000Z,676,1091,581,0.2955
2010-12-31T00:00:00.000Z,612,898,448,0.296
2011-01-01T00:00:00.000Z,750,1077,585,0.296
2011-01-02T00:00:00.000Z,628,1051,534,0.2945
2011-01-03T00:00:00.000Z,910,1398,876,0.29495
2011-01-04T00:00:00.000Z,766,1078,618,0.29445
2011-01-05T00:00:00.000Z,970,1540,1025,0.2945
2011-01-06T00:00:00.000Z,709,1161,672,0.2945
2011-01-07T00:00:00.000Z,863,1254,742,0.30975
2011-01-08T00:00:00.000Z,1036,1473,958,0.31595
2011-01-09T00:00:00.000Z,934,1383,826,0.32295
2011-01-10T00:00:00.000Z,991,1437,858,0.32325
2011-01-11T00:00:00.000Z,1071,1552,953,0.3221
2011-01-12T00:00:00.000Z,881,1263,712,0.33685
2011-01-13T00:00:00.000Z,986,1696,1101,0.3613
2011-01-14T00:00:00.000Z,900,1607,1014,0.3838
2011-01-15T00:00:00.000Z,993,1422,801,0.3925
2011-01-16T00:00:00.000Z,1053,1536,943,0.393
2011-01-17T00:00:00.000Z,932,1348,740,0.3509
2011-01-18T00:00:00.000Z,979,1416,877,0.32725
2011-01-19T00:00:00.000Z,1043,1545,950,0.309
2011-01-20T00:00:00.000Z,1016,1453,833,0.35
2011-01-21T00:00:00.000Z,1331,1969,1238,0.404
2011-01-22T00:00:00.000Z,1531,2196,1395,0.41715
2011-01-23T00:00:00.000Z,1243,1932,1248,0.43215
2011-01-24T00:00:00.000Z,1465,2058,1276,0.4117
2011-01-25T00:00:00.000Z,983,1445,822,0.4125
2011-01-26T00:00:00.000Z,1044,1586,955,0.4052
2011-01-27T00:00:00.000Z,950,1653,1017,0.42925
2011-01-28T00:00:00.000Z,1209,1690,1032,0.4336
2011-01-29T00:00:00.000Z,1501,2077,1383,0.4375
2011-01-30T00:00:00.000Z,2660,3198,2589,0.4625
2011-01-31T00:00:00.000Z,1589,2229,1501,0.71
2011-02-01T00:00:00.000Z,1140,1916,1161,0.68505
2011-02-02T00:00:00.000Z,935,1490,891,0.725
2011-02-03T00:00:00.000Z,816,1266,753,0.70005
2011-02-04T00:00:00.000Z,972,1509,904,0.775
2011-02-05T00:00:00.000Z,875,1525,935,0.86575
2011-02-06T00:00:00.000Z,916,1393,838,0.875
2011-02-07T00:00:00.000Z,903,1398,828,0.865
2011-02-08T00:00:00.000Z,905,1427,827,0.88985
2011-02-09T00:00:00.000Z,1486,2088,1202,0.955
2011-02-10T00:00:00.000Z,2694,3549,2109,0.95
2011-02-11T00:00:00.000Z,3408,4310,2553,1.01
2011-02-12T00:00:00.000Z,2589,3300,1846,1.04
2011-02-13T00:00:00.000Z,2316,3266,1956,1.05
2011-02-14T00:00:00.000Z,2493,4117,2754,1.06
2011-02-15T00:00:00.000Z,2505,3410,2200,1.06
2011-02-16T00:00:00.000Z,2210,2982,1974,1.04
2011-02-17T00:00:00.000Z,2755,3492,2044,1.04
2011-02-18T00:00:00.000Z,2560,3608,2097,0.91005
2011-02-19T00:00:00.000Z,1973,2892,1673,0.9088
2011-02-20T00:00:00.000Z,2341,3177,1902,0.8895
2011-02-21T00:00:00.000Z,2498,3291,1907,0.85545
2011-02-22T00:00:00.000Z,2783,3781,2259,0.89065
2011-02-23T00:00:00.000Z,2786,3798,2217,0.90655
2011-02-24T00:00:00.000Z,2637,3676,2180,0.95
2011-02-25T00:00:00.000Z,2556,3416,2026,0.95545
2011-02-26T00:00:00.000Z,2461,3581,2190,0.9403
2011-02-27T00:00:00.000Z,2674,3633,2224,0.924
2011-02-28T00:00:00.000Z,2112,3028,1705,0.8825
2011-03-01T00:00:00.000Z,3908,5194,3001,0.9101
2011-03-02T00:00:00.000Z,2502,3728,2259,0.9251
2011-03-03T00:00:00.000Z,3832,4894,3139,0.92495
2011-03-04T00:00:00.000Z,2272,3281,1892,0.9196
2011-03-05T00:00:00.000Z,2390,3610,2156,0.865
2011-03-06T00:00:00.000Z,2368,3316,1962,0.8599
2011-03-07T00:00:00.000Z,2347,3409,2006,0.8775
2011-03-08T00:00:00.000Z,2918,3867,2534,0.8675
2011-03-09T00:00:00.000Z,2373,3384,2172,0.86
2011-03-10T00:00:00.000Z,2157,2912,1892,0.8913
2011-03-11T00:00:00.000Z,2097,3048,1942,0.89255
2011-03-12T00:00:00.000Z,2239,3232,2128,0.89985
2011-03-13T00:00:00.000Z,2036,2893,1878,0.9039
2011-03-14T00:00:00.000Z,1806,2900,1921,0.89
2011-03-15T00:00:00.000Z,2446,3299,2303,0.88245
2011-03-16T00:00:00.000Z,2085,3166,2106,0.858
2011-03-17T00:00:00.000Z,2265,3225,2082,0.845
2011-03-18T00:00:00.000Z,2087,3094,2046,0.7803
2011-03-19T00:00:00.000Z,2238,3176,2073,0.76415
2011-03-20T00:00:00.000Z,3572,4449,3375,0.7651
2011-03-21T00:00:00.000Z,3686,4652,2913,0.75645
2011-03-22T00:00:00.000Z,2807,3862,2364,0.77525
2011-03-23T00:00:00.000Z,5557,6864,4254,0.815
2011-03-24T00:00:00.000Z,3020,4388,2325,0.8633
2011-03-25T00:00:00.000Z,2694,4170,2344,0.8755
2011-03-26T00:00:00.000Z,3412,4828,3122,0.873
2011-03-27T00:00:00.000Z,2978,4772,2746,0.84365
2011-03-28T00:00:00.000Z,3260,5336,3475,0.805
2011-03-29T00:00:00.000Z,3174,4653,2930,0.78225
2011-03-30T00:00:00.000Z,2347,3662,2136,0.7805
2011-03-31T00:00:00.000Z,2678,4159,2407,0.7845
2011-04-01T00:00:00.000Z,1913,3279,1750,0.78555
2011-04-02T00:00:00.000Z,2069,3304,1871,0.78695
2011-04-03T00:00:00.000Z,2260,3626,1891,0.78595
2011-04-04T00:00:00.000Z,2988,4621,2678,0.67345
2011-04-05T00:00:00.000Z,2732,4306,2320,0.6639
2011-04-06T00:00:00.000Z,2428,3867,2092,0.7201
2011-04-07T00:00:00.000Z,2041,3423,1872,0.7527
2011-04-08T00:00:00.000Z,2209,3649,1947,0.76495
2011-04-09T00:00:00.000Z,2194,3615,1887,0.74405
2011-04-10T00:00:00.000Z,2115,3513,1860,0.73445
2011-04-11T00:00:00.000Z,2377,4060,2218,0.75465
2011-04-12T00:00:00.000Z,2516,4330,2413,0.83465
2011-04-13T00:00:00.000Z,2747,4672,2686,0.93
2011-04-14T00:00:00.000Z,4408,5966,3112,0.955
2011-04-15T00:00:00.000Z,2303,4147,2308,1
2011-04-16T00:00:00.000Z,2458,5369,3734,1.03
2011-04-17T00:00:00.000Z,2541,4349,2487,1.09
2011-04-18T00:00:00.000Z,3463,5540,3376,1.16
2011-04-19T00:00:00.000Z,4173,6348,3985,1.17
2011-04-20T00:00:00.000Z,3363,5387,3367,1.17
2011-04-21T00:00:00.000Z,2447,4047,2066,1.17
2011-04-22T00:00:00.000Z,2508,4248,2306,1.3
2011-04-23T00:00:00.000Z,2816,4936,2785,1.64
2011-04-24T00:00:00.000Z,2679,4657,2548,1.78
2011-04-25T00:00:00.000Z,3139,5074,2772,1.61
2011-04-26T00:00:00.000Z,4054,6147,3815,1.66
2011-04-27T00:00:00.000Z,5244,7489,5086,1.84
2011-04-28T00:00:00.000Z,3935,6221,3541,2.15
2011-04-29T00:00:00.000Z,4355,6747,4014,2.58
2011-04-30T00:00:00.000Z,5544,8157,5194,3.45
2011-05-01T00:00:00.000Z,4766,7490,4547,3.19
2011-05-02T00:00:00.000Z,3661,5987,3436,3.26
2011-05-03T00:00:00.000Z,3680,6050,3331,3.3
2011-05-04T00:00:00.000Z,3771,6372,3634,3.42
2011-05-05T00:00:00.000Z,4451,7096,4040,3.39
2011-05-06T00:00:00.000Z,4398,6852,3821,3.45
2011-05-07T00:00:00.000Z,4631,7278,4497,3.57
2011-05-08T00:00:00.000Z,3914,6400,3323,3.79
2011-05-09T00:00:00.000Z,4502,7565,4265,3.8
2011-05-10T00:00:00.000Z,4017,7165,3752,4.9
2011-05-11T00:00:00.000Z,4096,7085,3774,5.34
2011-05-12T00:00:00.000Z,4076,7229,3773,5.86
2011-05-13T00:00:00.000Z,5752,9451,5692,7.39
2011-05-14T00:00:00.000Z,5733,8975,4969,7.37
2011-05-15T00:00:00.000Z,5286,8317,4435,6.99
2011-05-16T00:00:00.000Z,8116,11771,5186,7.63
2011-05-17T00:00:00.000Z,6837,10497,5151,7.69
2011-05-18T00:00:00.000Z,8402,12939,6685,7.05
2011-05-19T00:00:00.000Z,7982,11998,5703,6.98
2011-05-20T00:00:00.000Z,7224,11600,5633,6.34
2011-05-21T00:00:00.000Z,6810,10772,5801,6.05
2011-05-22T00:00:00.000Z,6805,10834,5896,6.38
2011-05-23T00:00:00.000Z,7424,12092,6606,7.07
2011-05-24T00:00:00.000Z,8464,13185,6664,7.24
2011-05-25T00:00:00.000Z,9431,14562,7012,8.28
2011-05-26T00:00:00.000Z,8715,14476,7492,8.5
2011-05-27T00:00:00.000Z,6091,10813,5459,8.66
2011-05-28T00:00:00.000Z,6868,11640,5772,8.4
2011-05-29T00:00:00.000Z,6161,11196,5829,8.3
2011-05-30T00:00:00.000Z,7751,12750,5936,8.63
2011-05-31T00:00:00.000Z,8556,14046,7078,8.8
2011-06-01T00:00:00.000Z,8165,13981,7428,9
2011-06-02T00:00:00.000Z,9030,15519,8507,10.2
2011-06-03T00:00:00.000Z,10709,17815,9729,12.54
2011-06-04T00:00:00.000Z,12273,19418,10013,16.47
2011-06-05T00:00:00.000Z,10810,17861,9541,17.6
2011-06-06T00:00:00.000Z,12552,20962,11246,17.84
2011-06-07T00:00:00.000Z,11419,18964,10360,21.29
2011-06-08T00:00:00.000Z,15550,27306,15847,27.06
2011-06-09T00:00:00.000Z,16493,26278,14623,28.83
2011-06-10T00:00:00.000Z,14895,24145,13398,24.71
2011-06-11T00:00:00.000Z,14210,23770,13113,18.49
2011-06-12T00:00:00.000Z,16418,27014,15396,17.62
2011-06-13T00:00:00.000Z,15119,25809,14025,20.25
2011-06-14T00:00:00.000Z,18145,29778,16505,19.25
2011-06-15T00:00:00.000Z,16641,27541,15012,19.51
2011-06-16T00:00:00.000Z,17477,28868,16098,18.45
2011-06-17T00:00:00.000Z,15421,26054,13766,15.67
2011-06-18T00:00:00.000Z,16377,26115,13639,16
2011-06-19T00:00:00.000Z,16372,27766,14129,17.87
2011-06-20T00:00:00.000Z,14960,25961,12285,17.51
2011-06-21T00:00:00.000Z,14738,24996,11026,17.51
2011-06-22T00:00:00.000Z,15835,26764,12258,17.51
2011-06-23T00:00:00.000Z,14008,24369,11129,17.51
2011-06-24T00:00:00.000Z,14694,25212,12413,17.51
2011-06-25T00:00:00.000Z,12988,22628,11082,17.51
2011-06-26T00:00:00.000Z,14018,23539,11885,15.76
2011-06-27T00:00:00.000Z,17672,30137,14643,16.5
2011-06-28T00:00:00.000Z,15345,26180,13302,17.01
2011-06-29T00:00:00.000Z,14473,24333,11480,16.94
2011-06-30T00:00:00.000Z,13304,23459,11340,16.37
2011-07-01T00:00:00.000Z,20343,30214,12076,16
2011-07-02T00:00:00.000Z,23518,32230,9231,15.54
2011-07-03T00:00:00.000Z,13414,22246,9781,15.5
2011-07-04T00:00:00.000Z,13944,23558,11411,14.32
2011-07-05T00:00:00.000Z,12516,23298,10940,13
2011-07-06T00:00:00.000Z,15906,26919,12406,14.59
2011-07-07T00:00:00.000Z,14272,22941,10155,15.2
2011-07-08T00:00:00.000Z,14952,24626,9718,14.77
2011-07-09T00:00:00.000Z,14120,22762,9027,14.36
2011-07-10T00:00:00.000Z,19938,28708,9193,15.02
2011-07-11T00:00:00.000Z,15830,25850,11452,14.5
2011-07-12T00:00:00.000Z,13799,23044,9143,14.27
2011-07-13T00:00:00.000Z,17165,27175,10202,14.03
2011-07-14T00:00:00.000Z,18698,28843,9621,13.89
2011-07-15T00:00:00.000Z,15395,24433,8909,13.8
2011-07-16T00:00:00.000Z,14625,24053,9882,13.66
2011-07-17T00:00:00.000Z,15530,24674,9181,13.39
2011-07-18T00:00:00.000Z,15356,27882,13498,13.22
2011-07-19T00:00:00.000Z,15873,24900,10517,14.07
2011-07-20T00:00:00.000Z,15840,25886,10940,13.7
2011-07-21T00:00:00.000Z,16486,25435,9964,13.59
2011-07-22T00:00:00.000Z,15993,24454,11045,13.63
2011-07-23T00:00:00.000Z,14043,21907,8979,13.64
2011-07-24T00:00:00.000Z,14796,23227,9330,13.85
2011-07-25T00:00:00.000Z,17022,26960,10715,14.24
2011-07-26T00:00:00.000Z,14469,23820,10376,13.91
2011-07-27T00:00:00.000Z,14675,23479,9183,13.99
2011-07-28T00:00:00.000Z,16305,25901,10567,13.63
2011-07-29T00:00:00.000Z,14070,22221,8367,13.52
2011-07-30T00:00:00.000Z,12597,19760,7125,13.54
2011-07-31T00:00:00.000Z,15726,24137,9436,13.87
2011-08-01T00:00:00.000Z,15335,23757,9552,13.2
2011-08-02T00:00:00.000Z,12619,21703,10383,12.3
2011-08-03T00:00:00.000Z,9638,18410,9202,10.43
2011-08-04T00:00:00.000Z,10230,18966,9931,10.21
2011-08-05T00:00:00.000Z,13792,21510,8644,10.25
2011-08-06T00:00:00.000Z,12704,20231,8149,7.85
2011-08-07T00:00:00.000Z,12819,20060,7779,7.74
2011-08-08T00:00:00.000Z,13155,24628,12044,7.61
2011-08-09T00:00:00.000Z,14713,23668,10425,9.89
2011-08-10T00:00:00.000Z,10496,19710,9765,9.95
2011-08-11T00:00:00.000Z,9915,18290,9056,9.48
2011-08-12T00:00:00.000Z,9217,17126,8979,9.36
2011-08-13T00:00:00.000Z,11846,19184,9684,9.77
2011-08-14T00:00:00.000Z,13203,21506,9317,10.43
2011-08-15T00:00:00.000Z,10752,19220,9821,11.31
2011-08-16T00:00:00.000Z,11732,20992,11067,11.07
2011-08-17T00:00:00.000Z,11974,20363,9502,10.88
2011-08-18T00:00:00.000Z,11918,20675,8566,10.93
2011-08-19T00:00:00.000Z,14238,22233,8763,11.32
2011-08-20T00:00:00.000Z,12994,21113,7835,11.55
2011-08-21T00:00:00.000Z,14851,22784,8700,11.41
2011-08-22T00:00:00.000Z,16250,25202,8853,11.01
2011-08-23T00:00:00.000Z,14090,22694,8122,11.06
2011-08-24T00:00:00.000Z,13677,22129,8540,10.96
2011-08-25T00:00:00.000Z,14535,23113,8456,10
2011-08-26T00:00:00.000Z,12402,21536,9374,8.77
2011-08-27T00:00:00.000Z,11855,20857,8951,8.61
2011-08-28T00:00:00.000Z,11561,18476,6632,8.97
2011-08-29T00:00:00.000Z,11413,18891,9043,8.96
2011-08-30T00:00:00.000Z,9275,17534,9066,8.78
2011-08-31T00:00:00.000Z,8974,17029,8630,8.4
2011-09-01T00:00:00.000Z,8721,16984,8739,8.23
2011-09-02T00:00:00.000Z,8493,16099,8160,8.47
2011-09-03T00:00:00.000Z,7478,14464,7100,8.52
2011-09-04T00:00:00.000Z,9990,17537,8690,8.17
2011-09-05T00:00:00.000Z,9954,18243,8532,7.72
2011-09-06T00:00:00.000Z,10002,18776,10070,6.89
2011-09-07T00:00:00.000Z,8782,16824,8551,7.07
2011-09-08T00:00:00.000Z,8002,15802,7872,6.86
2011-09-09T00:00:00.000Z,8723,18605,9869,5.38
2011-09-10T00:00:00.000Z,7295,15938,8586,5.06
2011-09-11T00:00:00.000Z,8157,15421,7788,6
2011-09-12T00:00:00.000Z,8192,16637,8289,6
2011-09-13T00:00:00.000Z,7999,14870,7738,5.9
2011-09-14T00:00:00.000Z,7427,14793,7373,5.59
2011-09-15T00:00:00.000Z,8035,15457,7859,5.03
2011-09-16T00:00:00.000Z,7724,14561,7562,4.8
2011-09-17T00:00:00.000Z,6738,13124,6665,4.81
2011-09-18T00:00:00.000Z,7193,14359,6952,5.16
2011-09-19T00:00:00.000Z,8421,16062,8252,5.27
2011-09-20T00:00:00.000Z,13861,21913,9152,6.13
2011-09-21T00:00:00.000Z,9168,17933,10366,5.68
2011-09-22T00:00:00.000Z,10646,17540,7257,5.56
2011-09-23T00:00:00.000Z,13625,19994,7300,5.56
2011-09-24T00:00:00.000Z,12855,19433,7111,5.48
2011-09-25T00:00:00.000Z,13239,19237,6549,5.41
2011-09-19T00:00:00.000Z,13239,19237,6549,5.41
2011-09-26T00:00:00.000Z,8087.29,14472.57,6675.14,4.95
2011-10-03T00:00:00.000Z,7026,13466,6934,4.59
2011-10-10T00:00:00.000Z,6888.71,13143.14,6775.43,3.99
2011-10-17T00:00:00.000Z,6274.14,12501.57,6056.43,2.68
2011-10-24T00:00:00.000Z,6496.71,12563.86,6305.43,3.03
2011-10-31T00:00:00.000Z,7012.14,13124.57,6995.57,3.14
2011-11-07T00:00:00.000Z,6924,13143.86,6791.43,3
2011-11-14T00:00:00.000Z,6169.86,12453,6318.43,2.32
2011-11-21T00:00:00.000Z,5000.71,10973.57,4879,2.38
2011-11-28T00:00:00.000Z,6573.43,13502.71,6407.86,2.85
2011-12-05T00:00:00.000Z,5939,13022,6004.57,3
2011-12-12T00:00:00.000Z,4797.71,10866.14,4572.71,3.18
2011-12-19T00:00:00.000Z,5310.71,12069.29,5079.29,3.86
2011-12-26T00:00:00.000Z,4836.14,11275.57,4607.29,4.33
2012-01-02T00:00:00.000Z,5840.71,13701.29,5894,6.01
2012-01-09T00:00:00.000Z,6414.43,14916,6510.29,6.64
2012-01-16T00:00:00.000Z,6049.57,14016.57,5811,6.26
2012-01-23T00:00:00.000Z,6176.57,14438.43,6172.57,5.78
2012-01-30T00:00:00.000Z,6602.14,15428.71,6594,5.77
2012-02-06T00:00:00.000Z,6767.43,14880.71,6844.43,5.68
2012-02-13T00:00:00.000Z,7707,16155.86,7424.43,4.59
2012-02-20T00:00:00.000Z,6595.57,15414.29,6422.71,4.67
2012-02-27T00:00:00.000Z,6620.29,15432.14,6551.71,4.82
2012-03-05T00:00:00.000Z,6311.43,14817.86,5986,4.91
2012-03-12T00:00:00.000Z,6770.71,15538.86,6234,5.24
2012-03-19T00:00:00.000Z,6443.29,15144.43,6061.86,4.72
2012-03-26T00:00:00.000Z,6538.71,15206.86,6354.29,4.77
2012-04-02T00:00:00.000Z,6850.57,15901.86,6681.14,4.87
2012-04-09T00:00:00.000Z,7830,17047,7266.57,4.88
2012-04-16T00:00:00.000Z,7996.14,17883.86,8049.86,5.13
2012-04-23T00:00:00.000Z,7732.14,17125.29,7340.71,5.05
2012-04-30T00:00:00.000Z,9701.86,20874.29,9232.14,5.04
2012-05-07T00:00:00.000Z,12306.71,23471.14,10801.29,4.99
2012-05-14T00:00:00.000Z,16819.14,27858.71,13699.29,5.06
2012-05-21T00:00:00.000Z,17126.86,28233.57,13206.43,5.11
2012-05-28T00:00:00.000Z,16848.29,28695.29,13284.57,5.17
2012-06-04T00:00:00.000Z,20351.86,33678.29,16085.14,5.46
2012-06-11T00:00:00.000Z,25137.86,40041.57,19166.43,5.97
2012-06-18T00:00:00.000Z,18494.14,31876.71,15531,6.49
2012-06-25T00:00:00.000Z,20480,34081.86,18057.57,6.53
2012-07-02T00:00:00.000Z,18073.57,31296.14,15979.57,6.65
2012-07-09T00:00:00.000Z,19568,32937.86,17484.71,7.35
2012-07-16T00:00:00.000Z,22941.57,36905.43,20682.57,8.6
2012-07-23T00:00:00.000Z,20741,35681.71,18187.43,8.71
2012-07-30T00:00:00.000Z,24154.57,41131.14,22070.71,10.01
2012-08-06T00:00:00.000Z,24513.71,41424,20939,11.23
2012-08-13T00:00:00.000Z,31138.57,52871,28729.29,12.05
2012-08-20T00:00:00.000Z,25915.57,44490.71,23187,10.02
2012-08-27T00:00:00.000Z,23592.71,40168.57,19132.43,10.59
2012-09-03T00:00:00.000Z,23621.29,40775,20838.43,10.78
