DateTime,Aggregated Exchanges,Binance,Bitfinex,Bitstamp,Coinbase,Gemini,Huobi,Kraken,Luno,Okex,Poloniex,Price
2013-04-22T00:00:00.000Z,0.22240659571427962,,,,0.5808923099999949,,,,-0.37500000000000006,,0.016514285714285735,135.54
2013-04-29T00:00:00.000Z,1.3752877528571428,,,,0.212827467142859,,,,0.4016031428571428,,0.7608571428571427,117.66
2013-05-06T00:00:00.000Z,-0.18207779142857003,,,,0.9034936371428586,,,,-0.1427142857142853,,-0.9428571428571428,113.35
2013-05-13T00:00:00.000Z,4.486612849999996,,,,0.3038985642857049,,,,0.5714285714285714,,3.611285714285714,117.63
2013-05-20T00:00:00.000Z,0.470152702857146,,,,0.6737415600000016,,,,-0.2848745714285716,,0.08128571428571428,126.58
2013-05-27T00:00:00.000Z,1.6050221042857136,,,,-0.04036361000000101,,,,0.9602428571428572,,0.685142857142857,128.07
2013-06-03T00:00:00.000Z,1.5506826857142844,,,,0.6512298285714273,,,,-1.5145771428571433,,2.4140300000000003,114.75
2013-06-10T00:00:00.000Z,-5.679463397142856,,,,0.7262466028571423,,,,0.38603428571428583,,-6.791744285714286,103.64
2013-06-17T00:00:00.000Z,-0.4259173657142889,,,,-0.8797745085714297,,,,-0.39971428571428586,,0.8535714285714285,107.72
2013-06-24T00:00:00.000Z,8.67018366857141,,,,6.496136614285695,,,,0.5704756257142857,,1.603571428571429,100.71
2013-07-01T00:00:00.000Z,-8.252694578571429,,,,-5.953845238571428,,,,0.158293517142857,,-2.457142857142856,79.94
2013-07-08T00:00:00.000Z,1.0608662142857097,,,,-0.09096464285714718,,,,0.5375451428571429,,0.6142857142857142,86.75
2013-07-15T00:00:00.000Z,0.45980988714285836,,,,-0.11930554142857273,,,,-0.5053574285714286,,1.0844728571428572,94.15
2013-07-22T00:00:00.000Z,2.411323117142863,,,,0.8750059742857184,,,,0.6191742857142858,,0.9171428571428571,94.85
2013-07-29T00:00:00.000Z,-2.1594392457142866,,,,-1.171159178571428,,,,-0.5226365714285715,,-0.4656434957142857,104.47
2013-08-05T00:00:00.000Z,1.6078622985714282,,,,0.7733192728571398,,,,0.220342428571429,,0.6142005971428571,104.79
2013-08-12T00:00:00.000Z,7.752858587142849,,,,10.257883305714277,,,,0.2592850000000004,,-2.7643097185714294,110.02
2013-08-19T00:00:00.000Z,-8.081747931428572,,,,-7.745887192857144,,,,-0.47882214285714225,,0.1429614042857143,120.5
2013-08-26T00:00:00.000Z,30.33254695714287,,,,30.182448791428573,,,,0.29307657142857135,,-0.14297840571428572,132.8
2013-09-02T00:00:00.000Z,12.545115842857152,,,,12.579073272857148,,,,-0.034050857142857084,,0.00009342714285714286,134.64
2013-09-09T00:00:00.000Z,5.085104074285711,,,,4.577367079999999,,,,-0.2780417142857144,,0.7857787085714286,137.38
2013-09-16T00:00:00.000Z,-1.0633505457142942,,,,-0.7444959771428614,,,,-0.5757424285714289,,0.25688786,136.79
2013-09-23T00:00:00.000Z,37.54663598714286,,,,37.716377914285715,,,,0.8730655271428586,,-1.042807454285714,137.73
2013-09-30T00:00:00.000Z,-32.23628993714285,,,,-32.22973423142856,,,,-0.006621241428571599,,0.00006553571428571429,134.66
2013-10-07T00:00:00.000Z,15.699100115714291,,,,1.0075257457142908,,,,0.071542857142857,,14.62003151285714,139.85
2013-10-14T00:00:00.000Z,-12.144201448571426,,,,1.6488326414285777,,,,-1.2029714285714286,,-12.59006266142857,162.67
2013-10-21T00:00:00.000Z,1.4133065971428667,,,,0.7886094299999817,,,,0.028571428571428494,,0.5961257385714285,198.85
2013-10-28T00:00:00.000Z,183.12523126857147,,,,185.28025953142853,,,,0.11642857142857135,,-2.2714568342857144,211.53
2013-11-04T00:00:00.000Z,1.459999568571399,,,,-1.3295062928572057,,,,2.402821285714286,,0.3866845757142861,294.57
2013-11-11T00:00:00.000Z,3.576621197142868,,,,0.5084258828571535,,,,1.9252470485714284,,1.1429482657142855,420.35
2013-11-18T00:00:00.000Z,3.7044843085714256,,,,-1.3621791214285517,,,,3.024712541428571,,2.0419508885714284,713.59
2013-11-25T00:00:00.000Z,4.057863577142882,,,,1.5449096214285996,,,,6.059476357142856,,-3.5465224014285717,1029.05
2013-12-02T00:00:00.000Z,20.224426358571417,,,,5.933107665714293,,,,10.542523925714287,,3.748794767142857,978.37
2013-12-09T00:00:00.000Z,6.177001190000027,,,,3.2541516442857294,,,,3.870127554285716,,-0.9472780085714287,921.55
2013-12-16T00:00:00.000Z,6.767210521428536,,,,2.198637237142833,,,,7.179935031428571,,-2.611361747142857,682.04
2013-12-23T00:00:00.000Z,9.96469063428577,,,,7.962149611428592,,,,1.8135900571428571,,0.18895096571428574,738.41
2013-12-30T00:00:00.000Z,3.658125515714301,,,,-0.20706106142855316,,,,3.3922527685714288,,0.47293380857142864,852.69
2014-01-06T00:00:00.000Z,3.8642814171428483,,,,1.456007168571426,,,,2.2423815371428577,,0.1658927114285715,957.16
2014-01-13T00:00:00.000Z,-2.6805885928571365,,,,1.9158807714285797,,,,-4.176848374285714,,-0.41962099,921.17
2014-01-20T00:00:00.000Z,-17.47062682142859,,,,1.1201068585714202,,,,-22.655740679999997,,4.065006999999987,954.47
2014-01-27T00:00:00.000Z,5.953116584285714,,,,3.0509083214285715,,,,4.418138690000001,,-1.5159304271428573,946.08
2014-02-03T00:00:00.000Z,7.54655356999997,,,,5.322724561428552,,,,2.0432952771428567,,0.180533731428568,816.67
