"DateTime","Netflow","Price"
"2011-05-09 00:00:00",898536.07,5.95
"2011-05-16 00:00:00",762590.38,6.87
"2011-05-23 00:00:00",308243.66,8.06
"2011-05-30 00:00:00",136860.53,11.89
"2011-06-06 00:00:00",988202.1,22.26
"2011-06-13 00:00:00",1493170.35,18.14
"2011-06-20 00:00:00",1156991,17.26
"2011-06-27 00:00:00",685313.98,16.26
"2011-07-04 00:00:00",284940.44,14.46
"2011-07-11 00:00:00",261158.62,13.93
"2011-07-18 00:00:00",356395.94,13.67
"2011-07-25 00:00:00",257897.15,13.81
"2011-08-01 00:00:00",402053.19,10.28
"2011-08-08 00:00:00",225846.82,9.5
"2011-08-15 00:00:00",133282.7,11.21
"2011-08-22 00:00:00",705750.41,9.91
"2011-08-29 00:00:00",15246.73,8.5
"2011-09-05 00:00:00",817237.25,6.42
"2011-09-12 00:00:00",119472.11,5.33
"2011-09-19 00:00:00",119505.91,5.58
"2011-09-26 00:00:00",1800.47,4.95
"2011-10-03 00:00:00",31410.17,4.59
"2011-10-10 00:00:00",17492.34,3.99
"2011-10-17 00:00:00",110441.71,2.68
"2011-10-24 00:00:00",129828.87,3.03
"2011-10-31 00:00:00",129599.35,3.14
"2011-11-07 00:00:00",195516.16,3
"2011-11-14 00:00:00",2880399.57,2.32
"2011-11-21 00:00:00",3664358.65,2.38
"2011-11-28 00:00:00",3493993.58,2.85
"2011-12-05 00:00:00",1814382.33,3
"2011-12-12 00:00:00",66430.4,3.18
"2011-12-19 00:00:00",99566.86,3.86
"2011-12-26 00:00:00",105245.23,4.33
"2012-01-02 00:00:00",69974.11,6.01
"2012-01-09 00:00:00",139014.25,6.64
"2012-01-16 00:00:00",69058.73,6.26
"2012-01-23 00:00:00",27308.05,5.78
"2012-01-30 00:00:00",28402.73,5.77
"2012-02-06 00:00:00",1544.97,5.68
"2012-02-13 00:00:00",449159.7,4.59
"2012-02-20 00:00:00",145451.87,4.67
"2012-02-27 00:00:00",102315.97,4.82
"2012-03-05 00:00:00",5200,4.91
"2012-03-12 00:00:00",37816.23,5.24
"2012-03-19 00:00:00",114258.81,4.72
"2012-03-26 00:00:00",141365.12,4.77
"2012-04-02 00:00:00",104510.61,4.87
"2012-04-09 00:00:00",149963.15,4.88
"2012-04-16 00:00:00",173232.3,5.13
"2012-04-23 00:00:00",181046.85,5.05
"2012-04-30 00:00:00",195813.43,5.04
"2012-05-07 00:00:00",190008.95,4.99
"2012-05-14 00:00:00",317758.92,5.06
"2012-05-21 00:00:00",53697.5,5.11
"2012-05-28 00:00:00",153896.86,5.17
"2012-06-04 00:00:00",163812.51,5.46
"2012-06-11 00:00:00",199396.98,5.97
"2012-06-18 00:00:00",64651.3,6.49
"2012-06-25 00:00:00",69912.78,6.53
"2012-07-02 00:00:00",75753.45,6.65
"2012-07-09 00:00:00",169838.3,7.35
"2012-07-16 00:00:00",79493.33,8.6
"2012-07-23 00:00:00",45321.72,8.71
"2012-07-30 00:00:00",160786.19,10.01
"2012-08-06 00:00:00",153024.94,11.23
"2012-08-13 00:00:00",142211.05,12.05
"2012-08-20 00:00:00",395141.57,10.02
"2012-08-27 00:00:00",334248.24,10.59
"2012-09-03 00:00:00",340821.63,10.78
"2012-09-10 00:00:00",567649.1,11.38
"2012-09-17 00:00:00",307052.78,12.19
"2012-09-24 00:00:00",52706.35,12.26
"2012-10-01 00:00:00",102781.81,12.6
"2012-10-08 00:00:00",99945.77,11.86
"2012-10-15 00:00:00",212772.7,11.76
