DateTime,Hash Rate,Average Size In Bytes,Price,Average Difficulty
2011-04-06T00:00:00.000Z,0.616467,4507,0.7201,82345.64
2011-04-07T00:00:00.000Z,0.599841,4101,0.7527,82345.64
2011-04-08T00:00:00.000Z,0.684735,4145,0.76495,82345.64
2011-04-09T00:00:00.000Z,0.644415,4020,0.74405,82345.64
2011-04-10T00:00:00.000Z,0.706982,3867,0.73445,82345.64
2011-04-11T00:00:00.000Z,0.664511,4757,0.75465,82345.64
2011-04-12T00:00:00.000Z,0.686511,5618,0.83465,82345.64
2011-04-13T00:00:00.000Z,0.800153,4836,0.93,82345.64
2011-04-14T00:00:00.000Z,0.658044,6310,0.955,82345.64
2011-04-15T00:00:00.000Z,0.561067,7102,1,82345.64
2011-04-16T00:00:00.000Z,0.711239,6164,1.03,82345.64
2011-04-17T00:00:00.000Z,0.737873,4610,1.09,82345.64
2011-04-18T00:00:00.000Z,0.666768,7418,1.16,89441.62
2011-04-19T00:00:00.000Z,0.725118,8239,1.17,92347.59
2011-04-20T00:00:00.000Z,0.663983,9102,1.17,92347.59
2011-04-21T00:00:00.000Z,0.677373,4664,1.17,92347.59
2011-04-22T00:00:00.000Z,0.812633,4423,1.3,92347.59
2011-04-23T00:00:00.000Z,0.799327,5494,1.64,92347.59
2011-04-24T00:00:00.000Z,0.748411,5801,1.78,92347.59
2011-04-25T00:00:00.000Z,0.899227,6000,1.61,92347.59
2011-04-26T00:00:00.000Z,0.89489,6517,1.66,92347.59
2011-04-27T00:00:00.000Z,0.844012,10654,1.84,92347.59
2011-04-28T00:00:00.000Z,0.758206,7537,2.15,92347.59
2011-04-29T00:00:00.000Z,0.928613,6751,2.58,92347.59
2011-04-30T00:00:00.000Z,1.02,9596,3.45,107653.75
2011-05-01T00:00:00.000Z,0.987216,9391,3.19,109670.13
2011-05-02T00:00:00.000Z,1.07,5798,3.26,109670.13
2011-05-03T00:00:00.000Z,1.07,6118,3.3,109670.13
2011-05-04T00:00:00.000Z,1.09,5970,3.42,109670.13
2011-05-05T00:00:00.000Z,1.19,6656,3.39,109670.13
2011-05-06T00:00:00.000Z,1.19,6148,3.45,109670.13
2011-05-07T00:00:00.000Z,1.18,6394,3.57,109670.13
2011-05-08T00:00:00.000Z,1.2,5374,3.79,109670.13
2011-05-09T00:00:00.000Z,1.38,6168,3.8,115463.61
2011-05-10T00:00:00.000Z,1.43,7986,4.9,157416.4
2011-05-11T00:00:00.000Z,1.5,7125,5.34,157416.4
2011-05-12T00:00:00.000Z,1.32,8426,5.86,157416.4
2011-05-13T00:00:00.000Z,1.61,9412,7.39,157416.4
2011-05-14T00:00:00.000Z,1.89,7686,7.37,157416.4
2011-05-15T00:00:00.000Z,1.75,7757,6.99,157416.4
2011-05-16T00:00:00.000Z,1.95,8022,7.63,157416.4
2011-05-17T00:00:00.000Z,2.01,7413,7.69,157416.4
2011-05-18T00:00:00.000Z,2.34,8189,7.05,162533.88
2011-05-19T00:00:00.000Z,2.07,11566,6.98,244112.49
2011-05-20T00:00:00.000Z,2.67,9464,6.34,244112.49
2011-05-21T00:00:00.000Z,2.69,9006,6.05,244112.49
2011-05-22T00:00:00.000Z,3.06,8164,6.38,244112.49
2011-05-23T00:00:00.000Z,3.48,8178,7.07,244112.49
2011-05-24T00:00:00.000Z,3.63,7671,7.24,244112.49
2011-05-25T00:00:00.000Z,3.73,8554,8.28,244112.49
2011-05-26T00:00:00.000Z,4.13,9633,8.5,277625.18
2011-05-27T00:00:00.000Z,3.6,11312,8.66,434877.05
2011-05-28T00:00:00.000Z,3.35,12765,8.4,434877.05
2011-05-29T00:00:00.000Z,3.95,10702,8.3,434877.05
2011-05-30T00:00:00.000Z,3.35,14349,8.63,434877.05
2011-05-31T00:00:00.000Z,3.23,17156,8.8,434877.05
2011-06-01T00:00:00.000Z,4.07,14577,9,434877.05
2011-06-02T00:00:00.000Z,4.11,16117,10.2,434877.05
2011-06-03T00:00:00.000Z,4.36,20057,12.54,434877.05
2011-06-04T00:00:00.000Z,4.84,16756,16.47,434877.05
2011-06-05T00:00:00.000Z,4.49,15776,17.6,434877.05
2011-06-06T00:00:00.000Z,5.63,18303,17.84,484311.15
2011-06-07T00:00:00.000Z,4.77,21104,21.29,567269.53
2011-06-08T00:00:00.000Z,5.27,30671,27.06,567269.53
2011-06-09T00:00:00.000Z,6.26,23544,28.83,567269.53
2011-06-10T00:00:00.000Z,6.28,21142,24.71,567269.53
2011-06-11T00:00:00.000Z,7.16,17512,18.49,567269.53
2011-06-12T00:00:00.000Z,6.6,22714,17.62,567269.53
2011-06-13T00:00:00.000Z,6.62,21722,20.25,567269.53
2011-06-14T00:00:00.000Z,6.96,22612,19.25,567269.53
2011-06-15T00:00:00.000Z,9.55,19427,19.51,688257.56
2011-06-16T00:00:00.000Z,7.92,30178,18.45,876954.49
2011-06-17T00:00:00.000Z,8.07,26441,15.67,876954.49
2011-06-18T00:00:00.000Z,8.9,24290,16,876954.49
2011-06-19T00:00:00.000Z,9.82,22123,17.87,876954.49
2011-06-20T00:00:00.000Z,10.18,18501,17.51,876954.49
2011-06-21T00:00:00.000Z,11.04,15847,17.51,876954.49
2011-06-22T00:00:00.000Z,11.36,16768,17.51,876954.49
2011-06-23T00:00:00.000Z,10.47,16861,17.51,876954.49
2011-06-24T00:00:00.000Z,11.48,19923,17.51,1067618.84
2011-06-25T00:00:00.000Z,9.99,28028,17.51,1379192.29
2011-06-26T00:00:00.000Z,10.56,28848,15.76,1379192.29
2011-06-27T00:00:00.000Z,11.65,32423,16.5,1379192.29
2011-06-28T00:00:00.000Z,10.96,28019,17.01,1379192.29
2011-06-29T00:00:00.000Z,11.78,24108,16.94,1379192.29
2011-06-30T00:00:00.000Z,13.38,21155,16.37,1379192.29
2011-07-01T00:00:00.000Z,11.84,26486,16,1379192.29
2011-07-02T00:00:00.000Z,11.55,21917,15.54,1379192.29
2011-07-03T00:00:00.000Z,11.32,20713,15.5,1379192.29
2011-07-04T00:00:00.000Z,11.71,23844,14.32,1379192.29
2011-07-05T00:00:00.000Z,9.6,28898,13,1379192.29
2011-07-06T00:00:00.000Z,10.92,30170,14.59,1406123.63
2011-07-07T00:00:00.000Z,10.38,29157,15.2,1563028
2011-07-08T00:00:00.000Z,13.02,21960,14.77,1563028
2011-07-09T00:00:00.000Z,11.6,22822,14.36,1563028
2011-07-10T00:00:00.000Z,10.81,28664,15.02,1563028
2011-07-11T00:00:00.000Z,12.3,27230,14.5,1563028
2011-07-12T00:00:00.000Z,10.92,24730,14.27,1563028
2011-07-13T00:00:00.000Z,14.98,19822,14.03,1563028
2011-07-14T00:00:00.000Z,11.47,26339,13.89,1563028
2011-07-15T00:00:00.000Z,13.14,20376,13.8,1563028
2011-07-16T00:00:00.000Z,12.16,23598,13.66,1563028
2011-07-17T00:00:00.000Z,13.14,21549,13.39,1563028
2011-07-18T00:00:00.000Z,13.39,27003,13.22,1563028
2011-07-19T00:00:00.000Z,11.16,29297,14.07,1583738.98
2011-07-20T00:00:00.000Z,12.47,25920,13.7,1690895.8
2011-07-21T00:00:00.000Z,12.77,24297,13.59,1690895.8
2011-07-22T00:00:00.000Z,12.73,25327,13.63,1690895.8
2011-07-23T00:00:00.000Z,12.38,22457,13.64,1690895.8
2011-07-24T00:00:00.000Z,14,21670,13.85,1690895.8
2011-07-25T00:00:00.000Z,13.91,26272,14.24,1690895.8
2011-07-26T00:00:00.000Z,14.9,21533,13.91,1690895.8
2011-07-27T00:00:00.000Z,14.68,20902,13.99,1690895.8
2011-07-28T00:00:00.000Z,13.01,24038,13.63,1690895.8
2011-07-29T00:00:00.000Z,14.02,18739,13.52,1690895.8
2011-07-30T00:00:00.000Z,13.26,17124,13.54,1690895.8
2011-07-31T00:00:00.000Z,14.75,19720,13.87,1690895.8
2011-08-01T00:00:00.000Z,14.95,22571,13.2,1807231.67
2011-08-02T00:00:00.000Z,14.83,25117,12.3,1888786.71
2011-08-03T00:00:00.000Z,14.76,22168,10.43,1888786.71
2011-08-04T00:00:00.000Z,12.11,27100,10.21,1888786.71
2011-08-05T00:00:00.000Z,13.39,22285,10.25,1888786.71
2011-08-06T00:00:00.000Z,11.46,26062,7.85,1888786.71
2011-08-07T00:00:00.000Z,11.83,22425,7.74,1888786.71
2011-08-08T00:00:00.000Z,12.73,27203,7.61,1888786.71
2011-08-09T00:00:00.000Z,13.85,28177,9.89,1888786.71
2011-08-10T00:00:00.000Z,14.28,23049,9.95,1888786.71
2011-08-11T00:00:00.000Z,12.91,22631,9.48,1888786.71
2011-08-12T00:00:00.000Z,12.22,22314,9.36,1888786.71
2011-08-13T00:00:00.000Z,12.22,24128,9.77,1888786.71
2011-08-14T00:00:00.000Z,12.74,26015,10.43,1888786.71
2011-08-15T00:00:00.000Z,12.22,29744,11.31,1887498.55
2011-08-16T00:00:00.000Z,13.19,27638,11.07,1805700.84
2011-08-17T00:00:00.000Z,12.22,25594,10.88,1805700.84
2011-08-18T00:00:00.000Z,13.05,21981,10.93,1805700.84
2011-08-19T00:00:00.000Z,11.93,27046,11.32,1805700.84
2011-08-20T00:00:00.000Z,13.67,20510,11.55,1805700.84
2011-08-21T00:00:00.000Z,14.31,20296,11.41,1805700.84
2011-08-22T00:00:00.000Z,15.19,20855,11.01,1805700.84
2011-08-23T00:00:00.000Z,14.01,20649,11.06,1805700.84
2011-08-24T00:00:00.000Z,12.02,23619,10.96,1805700.84
2011-08-25T00:00:00.000Z,12.43,23503,10,1805700.84
2011-08-26T00:00:00.000Z,13.38,22968,8.77,1805700.84
2011-08-27T00:00:00.000Z,11.16,24946,8.61,1805700.84
2011-08-28T00:00:00.000Z,10.44,21234,8.97,1805700.84
2011-08-29T00:00:00.000Z,12.4,24845,8.96,1805700.84
2011-08-30T00:00:00.000Z,12.95,21783,8.78,1783130.22
2011-08-31T00:00:00.000Z,13.8,19086,8.4,1777774.48
2011-09-01T00:00:00.000Z,11.52,23808,8.23,1777774.48
2011-09-02T00:00:00.000Z,13.88,18376,8.47,1777774.48
2011-09-03T00:00:00.000Z,12.87,17124,8.52,1777774.48
2011-09-04T00:00:00.000Z,11.81,40163,8.17,1777774.48
2011-09-05T00:00:00.000Z,13.86,19832,7.72,1777774.48
2011-09-06T00:00:00.000Z,13.46,23172,6.89,1777774.48
2011-09-07T00:00:00.000Z,12.05,22320,7.07,1777774.48
2011-09-08T00:00:00.000Z,11.64,21924,6.86,1777774.48
2011-09-09T00:00:00.000Z,13.64,25458,5.38,1777774.48
2011-09-10T00:00:00.000Z,11.95,21831,5.06,1777774.48
2011-09-11T00:00:00.000Z,11.16,23454,6,1777774.48
2011-09-12T00:00:00.000Z,11.78,23229,6,1777774.48
2011-09-13T00:00:00.000Z,12.49,19008,5.9,1765183.41
2011-09-14T00:00:00.000Z,13.07,18007,5.59,1755425.32
2011-09-15T00:00:00.000Z,13.55,18239,5.03,1755425.32
2011-09-16T00:00:00.000Z,10.35,22135,4.8,1755425.32
2011-09-17T00:00:00.000Z,11.61,17116,4.81,1755425.32
2011-09-18T00:00:00.000Z,13.85,15729,5.16,1755425.32
2011-09-19T00:00:00.000Z,11.19,24278,5.27,1755425.32
2011-09-20T00:00:00.000Z,12.2,28120,6.13,1755425.32
2011-09-21T00:00:00.000Z,12.75,25639,5.68,1755425.32
2011-09-22T00:00:00.000Z,13.33,17998,5.56,1755425.32
2011-09-23T00:00:00.000Z,11.57,20118,5.56,1755425.32
2011-09-24T00:00:00.000Z,11.22,20834,5.48,1755425.32
2011-09-25T00:00:00.000Z,12,19060,5.41,1755425.32
2011-09-19T00:00:00.000Z,12,19060,5.41,1755425.32
2011-09-26T00:00:00.000Z,11.34,18017.86,4.95,1707933.57
2011-10-03T00:00:00.000Z,11.05,19033.86,4.59,1689334.4
2011-10-10T00:00:00.000Z,9.33,20947,3.99,1596151.49
2011-10-17T00:00:00.000Z,8.6,18948.14,2.68,1468195.43
2011-10-24T00:00:00.000Z,8.43,19438.43,3.03,1468195.43
2011-10-31T00:00:00.000Z,8.59,16477.71,3.14,1208081.05
2011-11-07T00:00:00.000Z,8.55,17413,3,1203461.93
2011-11-14T00:00:00.000Z,8.39,17235,2.32,1193001.6
2011-11-21T00:00:00.000Z,7.48,17539.57,2.38,1192497.75
2011-11-28T00:00:00.000Z,8.33,18627.29,2.85,1113685.13
2011-12-05T00:00:00.000Z,8.38,17540.14,3,1090715.68
2011-12-12T00:00:00.000Z,7.76,16917.43,3.18,1147368.82
2011-12-19T00:00:00.000Z,8.65,16973.86,3.86,1155038.33
2011-12-26T00:00:00.000Z,8.73,15614.71,4.33,1159396.56
2012-01-02T00:00:00.000Z,9.33,20033,6.01,1162636.04
2012-01-09T00:00:00.000Z,9.31,22913.43,6.64,1250757.74
2012-01-16T00:00:00.000Z,9.43,20163.86,6.26,1257639.69
2012-01-23T00:00:00.000Z,9.88,20710,5.78,1307728.36
2012-01-30T00:00:00.000Z,10.17,20489.29,5.77,1323499.51
2012-02-06T00:00:00.000Z,10,22223.57,5.68,1379647.44
2012-02-13T00:00:00.000Z,10.22,24645.57,4.59,1378892.89
2012-02-20T00:00:00.000Z,10.4,20382.71,4.67,1376302.27
2012-02-27T00:00:00.000Z,10.35,21207.14,4.82,1420687.48
2012-03-05T00:00:00.000Z,11.34,20487.29,4.91,1496978.6
2012-03-12T00:00:00.000Z,11.51,21234.14,5.24,1497485.98
2012-03-19T00:00:00.000Z,11.62,19044.29,4.72,1498294.36
2012-03-26T00:00:00.000Z,11.94,20263.57,4.77,1566907.14
2012-04-02T00:00:00.000Z,10.75,24521,4.87,1626553.48
2012-04-09T00:00:00.000Z,10.73,26090.43,4.88,1603847.52
2012-04-16T00:00:00.000Z,11.54,26385.14,5.13,1577913.49
2012-04-23T00:00:00.000Z,11.27,24371.14,5.05,1550990.9
2012-04-30T00:00:00.000Z,12.36,32857.86,5.04,1508589.67
2012-05-07T00:00:00.000Z,12.35,49839.29,4.99,1650860.53
2012-05-14T00:00:00.000Z,11.69,83601,5.06,1733207.51
2012-05-21T00:00:00.000Z,10.86,91094.57,5.11,1667420.45
2012-05-28T00:00:00.000Z,11.42,81099.14,5.17,1591074.96
2012-06-04T00:00:00.000Z,12.1,96692,5.46,1587430.76
2012-06-11T00:00:00.000Z,12.24,127681.71,5.97,1583177.85
2012-06-18T00:00:00.000Z,12.39,90555.29,6.49,1671047.58
2012-06-25T00:00:00.000Z,12.69,76342.86,6.53,1726566.56
2012-07-02T00:00:00.000Z,13.43,65134.14,6.65,1742684.49
2012-07-09T00:00:00.000Z,13.33,79655.86,7.35,1751454.54
2012-07-16T00:00:00.000Z,13.85,99862.86,8.6,1839757.29
2012-07-23T00:00:00.000Z,15.11,81516.71,8.71,1866391.31
2012-07-30T00:00:00.000Z,15.29,95141,10.01,2024370.03
2012-08-06T00:00:00.000Z,16.39,84307.71,11.23,2047754.28
2012-08-13T00:00:00.000Z,17.41,117349.14,12.05,2190865.97
2012-08-20T00:00:00.000Z,18.21,88995.43,10.02,2259386.48
2012-08-27T00:00:00.000Z,18.91,94455.86,10.59,2440642.61
2012-09-03T00:00:00.000Z,20.65,97149.29,10.78,2556442.71
2012-09-10T00:00:00.000Z,20.04,92479.86,11.38,2694047.95
2012-09-17T00:00:00.000Z,22.12,81367.29,12.19,2793484.03
2012-09-24T00:00:00.000Z,22.07,80297.71,12.26,2864140.51
2012-10-01T00:00:00.000Z,20.46,109737.71,12.6,2997747.41
2012-10-08T00:00:00.000Z,22.55,99105.71,11.86,3054627.53
2012-10-15T00:00:00.000Z,23.57,99486.71,11.76,3067380.4
2012-10-22T00:00:00.000Z,24.13,84847.57,11.06,3072321.73
2012-10-29T00:00:00.000Z,24.04,83530.14,10.71,3271208.58
2012-11-05T00:00:00.000Z,24.78,92601.14,10.86,3304356.39
2012-11-12T00:00:00.000Z,23.49,104816,11.27,3362005.41
2012-11-19T00:00:00.000Z,25.36,108106.86,12.04,3368767.14
2012-11-26T00:00:00.000Z,26.47,95438.86,12.38,3433675.45
2012-12-03T00:00:00.000Z,22.42,115355.14,13.17,3438908.96
2012-12-10T00:00:00.000Z,21.31,136474.86,13.5,3377665.58
2012-12-17T00:00:00.000Z,21.87,147738.14,13.36,3370181.8
2012-12-24T00:00:00.000Z,23.27,121781.43,13.39,3120203.9
2012-12-31T00:00:00.000Z,22.79,108690,13.39,2979636.62
2013-01-07T00:00:00.000Z,21.63,154276.57,13.91,3192145.97
2013-01-14T00:00:00.000Z,21.49,164588.43,15,3249549.58
2013-01-21T00:00:00.000Z,22.02,155472.57,17.06,3080193.69
2013-01-28T00:00:00.000Z,24.12,152135.14,19.66,2968775.33
2013-02-04T00:00:00.000Z,24.99,159458.71,21.78,3208827.23
2013-02-11T00:00:00.000Z,27.48,152968,25.61,3275464.59
2013-02-18T00:00:00.000Z,30.72,155136.71,29.1,3649345.49
2013-02-25T00:00:00.000Z,32.87,168327.86,32.41,3883453.56
2013-03-04T00:00:00.000Z,35.59,179959.29,41.79,4367876
2013-03-11T00:00:00.000Z,39.3,146976.86,46.15,4615993.88
2013-03-18T00:00:00.000Z,50.37,122486.43,62.18,4952419.21
2013-03-25T00:00:00.000Z,53.54,172837.57,84.41,6695826.28
2013-04-01T00:00:00.000Z,59.74,182156,128.38,7019194.77
2013-04-08T00:00:00.000Z,64.74,177698.29,147.01,7672999.92
2013-04-15T00:00:00.000Z,68,163417.43,99.9,8468779.99
2013-04-22T00:00:00.000Z,73.89,161990.57,135.54,8974296.01
2013-04-29T00:00:00.000Z,75.33,169922,117.66,9887167.82
2013-05-06T00:00:00.000Z,85.67,177627.71,113.35,10108412.61
2013-05-13T00:00:00.000Z,86.28,181852.86,117.63,11187257.46
2013-05-20T00:00:00.000Z,89.35,159653.71,126.58,11362921.87
2013-05-27T00:00:00.000Z,109.63,146876.86,128.07,12153411.71
2013-06-03T00:00:00.000Z,130.66,137064.71,114.75,14313730.11
2013-06-10T00:00:00.000Z,142.59,112877.29,103.64,15654645.53
2013-06-17T00:00:00.000Z,149.37,138314.57,107.72,19339258.27
2013-06-24T00:00:00.000Z,159.3,120803.14,100.71,19744209.25
2013-07-01T00:00:00.000Z,185.16,94988.86,79.94,21335329.11
2013-07-08T00:00:00.000Z,210.39,110171.43,86.75,24086000.15
2013-07-15T00:00:00.000Z,229.34,99578.71,94.15,26162875.68
2013-07-22T00:00:00.000Z,245.41,114858.86,94.85,30674779.58
2013-07-29T00:00:00.000Z,299.45,118570.29,104.47,32545995.48
2013-08-05T00:00:00.000Z,371.3,116462.29,104.79,37392766.14
2013-08-12T00:00:00.000Z,433.38,146375.43,110.02,47322398.55
2013-08-19T00:00:00.000Z,497.56,143946.57,120.5,53702650.39
2013-08-26T00:00:00.000Z,634.22,136028.57,132.8,65750060.15
2013-09-02T00:00:00.000Z,702.74,137409.71,134.64,80138133.91
2013-09-09T00:00:00.000Z,909.59,114515,137.38,90637484.87
2013-09-16T00:00:00.000Z,1031.06,142371.29,136.79,112628548.67
2013-09-23T00:00:00.000Z,1255.49,128681.43,137.73,135191236.17
2013-09-30T00:00:00.000Z,1419.99,131413.14,134.66,151006337.61
2013-10-07T00:00:00.000Z,1771.44,128195.29,139.85,189281249.28
2013-10-14T00:00:00.000Z,2521.63,122871.86,162.67,238485943.28
2013-10-21T00:00:00.000Z,3138.16,134134,198.85,300416310.63
2013-10-28T00:00:00.000Z,3742.75,122477.57,211.53,390928787.64
2013-11-04T00:00:00.000Z,3838.78,183569.71,294.57,479697963.57
2013-11-11T00:00:00.000Z,4729.24,156349.86,420.35,515471348.24
2013-11-18T00:00:00.000Z,4958.69,242131.71,713.59,609482679.89
2013-11-25T00:00:00.000Z,5644.02,227782.43,1029.05,641019414.19
2013-12-02T00:00:00.000Z,6557.9,191707.57,978.37,707408283.05
2013-12-09T00:00:00.000Z,7634.21,178200,921.55,860656902
2013-12-16T00:00:00.000Z,9171.09,174340,682.04,970024282.91
2013-12-23T00:00:00.000Z,10028.64,168175.14,738.41,1180923195.26
2013-12-30T00:00:00.000Z,11062.63,169388.71,852.69,1314897915.73
2014-01-06T00:00:00.000Z,13913.39,156122.29,957.16,1418481395.26
2014-01-13T00:00:00.000Z,15186.12,162839.29,921.17,1781077999.23
2014-01-20T00:00:00.000Z,16900.07,182405.57,954.47,1926758676.44
2014-01-27T00:00:00.000Z,19031.1,178289.71,946.08,2193847870.17
2014-02-03T00:00:00.000Z,20760.34,210781.57,816.67,2477431318.01
2014-02-10T00:00:00.000Z,23354.66,204141.86,484.16,2621404453.06
2014-02-17T00:00:00.000Z,26896.19,217944,246.31,3128636457.99
2014-02-24T00:00:00.000Z,28456.58,240802.57,443.52,3370023748.47
2014-03-03T00:00:00.000Z,31044.38,268315.29,634.21,3815723798.81
2014-03-10T00:00:00.000Z,32753.28,240773.14,619.25,4059408332.32
2014-03-17T00:00:00.000Z,37156.52,206962.14,579.74,4250217919.87
2014-03-24T00:00:00.000Z,40509.52,224561.71,515.26,4901643561.48
2014-03-31T00:00:00.000Z,46982.58,200215.43,445.53,5244866911.66
2014-04-07T00:00:00.000Z,48888.38,227249.57,444.15,6119726089.13
2014-04-14T00:00:00.000Z,55547.58,217285.86,497.51,6517693861.85
2014-04-21T00:00:00.000Z,58315.51,226916.57,482.35,6978842649.59
2014-04-28T00:00:00.000Z,60209.67,220735.57,443.79,7715694317.71
2014-05-05T00:00:00.000Z,65644.11,228512.14,441.6,8000872135.97
2014-05-12T00:00:00.000Z,73439.48,226222.57,444.58,8782866050.9
2014-05-19T00:00:00.000Z,77133.26,233493,499.07,9190821660.95
2014-05-26T00:00:00.000Z,81171.08,243009.29,591.17,10455720138.48
2014-06-02T00:00:00.000Z,88828,226840.71,649.15,11031558265.96
2014-06-09T00:00:00.000Z,98059.45,218894.43,619.62,11756551916.9
2014-06-16T00:00:00.000Z,114311.49,206476.83,599.36,12845314637.96
2014-06-16T00:00:00.000Z,124114.27,172509,596.53,13462580114.53
2014-06-23T00:00:00.000Z,123514.61,196426.14,589.85,13743509209.71
2014-06-30T00:00:00.000Z,120751.77,261214.57,630.14,16818461371.16
2014-07-07T00:00:00.000Z,131523.66,241478,622.54,16894796774.61
2014-07-14T00:00:00.000Z,137526.4,233911.29,622.93,17336316978.51
2014-07-21T00:00:00.000Z,131310.66,246234.71,611.07,17751077809.33
2014-07-28T00:00:00.000Z,147804.04,231974.57,585.99,18736441558.31
2014-08-04T00:00:00.000Z,151546.28,259003.86,592.37,19134262120.1
2014-08-11T00:00:00.000Z,165408.5,265967,532.29,19729645940.58
2014-08-18T00:00:00.000Z,190657.15,230369.86,498.03,22757444009.78
2014-08-25T00:00:00.000Z,203285.31,227303,508.46,23852840162.35
2014-09-01T00:00:00.000Z,213206.24,255445.43,483.94,27428630902.26
2014-09-08T00:00:00.000Z,221152.94,267323.57,477.65,27824708537.9
2014-09-15T00:00:00.000Z,256933.84,244344.29,438.18,29829733124.04
2014-09-22T00:00:00.000Z,235616.78,295739.86,410.16,31984732321.35
2014-09-29T00:00:00.000Z,262322.12,293566.43,367.29,34661425923.98
2014-10-06T00:00:00.000Z,256993.23,292376.43,350.46,34821419423.64
2014-10-13T00:00:00.000Z,258250.17,296307,386.58,35002482026.13
2014-10-20T00:00:00.000Z,263314.92,302371.86,367.03,35514989301.12
2014-10-27T00:00:00.000Z,288619.34,300000.86,340.71,35985640265.08
2014-11-03T00:00:00.000Z,296006.88,318324.57,338.62,38480055697.34
2014-11-10T00:00:00.000Z,286578.03,344893,392.31,39603666252.42
2014-11-17T00:00:00.000Z,286094.4,336842.14,371.41,40110758830.57
2014-11-24T00:00:00.000Z,294032.27,339554.57,375.38,40300030327.89
2014-12-01T00:00:00.000Z,274809.99,380142,376.47,40090222973
2014-12-08T00:00:00.000Z,292158.95,338880.14,353.63,40007470271.27
2014-12-15T00:00:00.000Z,267043.01,409792.71,326.9,39629483483.43
2014-12-22T00:00:00.000Z,309883.31,302380.43,324.6,39457671307.14
2014-12-29T00:00:00.000Z,326456.64,269305.43,306.73,40343225567.11
2015-01-05T00:00:00.000Z,304109.31,363825,279.8,40640955016.58
2015-01-12T00:00:00.000Z,310572.21,401621.14,217.53,43569564626.77
2015-01-19T00:00:00.000Z,290577.34,403429.57,227.41,43971662056.09
2015-01-26T00:00:00.000Z,316174.78,337168.71,243.51,41899054848.73
2015-02-02T00:00:00.000Z,314905.12,324879.43,226.75,41272873894.7
2015-02-09T00:00:00.000Z,325811.24,417012.86,229.17,44170201455.84
2015-02-16T00:00:00.000Z,348153.22,382565,239.95,44457524723.32
2015-02-23T00:00:00.000Z,337896.36,396090.86,242.64,46684376316.86
2015-03-02T00:00:00.000Z,344944.71,403511.29,273.07,46705473878.81
2015-03-09T00:00:00.000Z,338758.93,404807.71,289,47427554950.65
2015-03-16T00:00:00.000Z,333665.38,402955.57,269.24,47426126368.54
2015-03-23T00:00:00.000Z,368022.75,340750.43,250.65,46717549644.71
2015-03-30T00:00:00.000Z,347087.35,397184.29,248.99,47041533668.21
2015-04-06T00:00:00.000Z,336996.72,414770.86,244.18,49446390688.24
2015-04-13T00:00:00.000Z,344894.61,397509.29,223.79,49364999380
2015-04-20T00:00:00.000Z,345686.99,403615.29,229.11,47610564513.47
2015-04-27T00:00:00.000Z,337659.19,401699.57,231.62,47611762088.1
2015-05-04T00:00:00.000Z,335864.87,401588,238.44,47643398017.8
2015-05-11T00:00:00.000Z,366472.5,365938.43,238.17,47727033501.1
2015-05-18T00:00:00.000Z,340242.63,399277.14,236.25,48807487244.68
2015-05-25T00:00:00.000Z,347817.65,431102.86,236.17,48768693257.22
2015-06-01T00:00:00.000Z,351388.67,424277.71,225.04,47589591153.63
2015-06-08T00:00:00.000Z,362793.26,428987.43,229.99,47808801464.18
2015-06-15T00:00:00.000Z,348377.41,499758.86,244.75,49692386354.89
2015-06-22T00:00:00.000Z,361633.77,452896.14,244.54,49663555149.71
2015-06-29T00:00:00.000Z,363865.66,493931.43,258.48,49402014931.23
2015-07-06T00:00:00.000Z,372155.26,703777.43,278.97,49676763708.53
2015-07-13T00:00:00.000Z,375571.07,681038.29,281.19,51076366303.48
2015-07-20T00:00:00.000Z,383055.44,429103.29,280.63,51323889825.14
2015-07-27T00:00:00.000Z,383675.87,662652.43,286.76,52278304845.59
2015-08-03T00:00:00.000Z,379350.16,579406.57,276.37,52372561692.15
2015-08-10T00:00:00.000Z,385353.33,430214.29,263.8,52699842409.35
2015-08-17T00:00:00.000Z,401158.23,411381.43,237.27,53137601037.44
2015-08-24T00:00:00.000Z,407800.47,415734.29,223.61,54256630327.89
2015-08-31T00:00:00.000Z,420906.48,481674.29,230.25,55268275395.65
2015-09-07T00:00:00.000Z,427480.68,654350.71,238.43,56957648455.01
2015-09-14T00:00:00.000Z,414995.33,618104.86,231.43,58028558238.34
2015-09-21T00:00:00.000Z,443372.49,477827.57,231.81,59335351233.87
2015-09-28T00:00:00.000Z,447599.76,463463.86,239.84,60063660555.12
2015-10-05T00:00:00.000Z,434553.42,582783.71,243.33,60813224039.44
2015-10-12T00:00:00.000Z,445083.6,557846.86,256.33,60848585518.32
2015-10-19T00:00:00.000Z,450453.22,560032.43,273.73,60883825480.1
2015-10-26T00:00:00.000Z,472398.01,544038.57,305.97,61636958119.05
2015-11-02T00:00:00.000Z,465068.46,652247.86,385.2,62253982449.76
2015-11-09T00:00:00.000Z,502945.56,544711.57,339.07,64585980828.12
2015-11-16T00:00:00.000Z,525691.75,528385.29,326.61,65848255179.7
2015-11-23T00:00:00.000Z,551253.14,541221.14,340.91,71646275281.61
2015-11-30T00:00:00.000Z,583630.87,613718.29,369.67,72745708226.58
2015-12-07T00:00:00.000Z,658591.65,648633.14,416.96,79102380900.23
2015-12-14T00:00:00.000Z,703362.45,638493.29,451.66,83480242821.18
