DateTime,Price
2010-07-17T00:00:00.000Z,0.04951
2010-07-18T00:00:00.000Z,0.07263
2010-07-19T00:00:00.000Z,0.08515
2010-07-20T00:00:00.000Z,0.078035
2010-07-21T00:00:00.000Z,0.072775
2010-07-22T00:00:00.000Z,0.06615499999999999
2010-07-23T00:00:00.000Z,0.059085
2010-07-24T00:00:00.000Z,0.05605
2010-07-25T00:00:00.000Z,0.054955000000000004
2010-07-26T00:00:00.000Z,0.053000000000000005
2010-07-27T00:00:00.000Z,0.056749999999999995
2010-07-28T00:00:00.000Z,0.057999999999999996
2010-07-29T00:00:00.000Z,0.0635
2010-07-30T00:00:00.000Z,0.064
2010-07-31T00:00:00.000Z,0.062445
2010-08-01T00:00:00.000Z,0.0625
2010-08-02T00:00:00.000Z,0.061649999999999996
2010-08-03T00:00:00.000Z,0.062
2010-08-04T00:00:00.000Z,0.059655
2010-08-05T00:00:00.000Z,0.0595
2010-08-06T00:00:00.000Z,0.061549999999999994
2010-08-07T00:00:00.000Z,0.0606
2010-08-08T00:00:00.000Z,0.06
2010-08-09T00:00:00.000Z,0.0664
2010-08-10T00:00:00.000Z,0.068705
2010-08-11T00:00:00.000Z,0.067705
2010-08-12T00:00:00.000Z,0.065705
2010-08-13T00:00:00.000Z,0.06625
2010-08-14T00:00:00.000Z,0.067
2010-08-15T00:00:00.000Z,0.066
2010-08-16T00:00:00.000Z,0.06495000000000001
2010-08-17T00:00:00.000Z,0.069665
2010-08-18T00:00:00.000Z,0.07015
2010-08-19T00:00:00.000Z,0.0673
2010-08-20T00:00:00.000Z,0.06584999999999999
2010-08-21T00:00:00.000Z,0.06565
2010-08-22T00:00:00.000Z,0.0638
2010-08-23T00:00:00.000Z,0.064945
2010-08-24T00:00:00.000Z,0.065705
2010-08-25T00:00:00.000Z,0.0653
2010-08-26T00:00:00.000Z,0.0649
2010-08-27T00:00:00.000Z,0.064
2010-08-28T00:00:00.000Z,0.06455
2010-08-29T00:00:00.000Z,0.0644
2010-08-30T00:00:00.000Z,0.050555
2010-08-31T00:00:00.000Z,0.06245
2010-09-01T00:00:00.000Z,0.061255000000000004
2010-09-02T00:00:00.000Z,0.06175
2010-09-03T00:00:00.000Z,0.061925
2010-09-04T00:00:00.000Z,0.06179
2010-09-05T00:00:00.000Z,0.06225
2010-09-06T00:00:00.000Z,0.062150000000000004
2010-09-07T00:00:00.000Z,0.061155
2010-09-08T00:00:00.000Z,0.061495
2010-09-09T00:00:00.000Z,0.061744999999999994
2010-09-10T00:00:00.000Z,0.060969999999999996
2010-09-11T00:00:00.000Z,0.06345
2010-09-12T00:00:00.000Z,0.0618
2010-09-13T00:00:00.000Z,0.06235
2010-09-14T00:00:00.000Z,0.118
2010-09-15T00:00:00.000Z,0.061450000000000005
2010-09-16T00:00:00.000Z,0.06185
2010-09-17T00:00:00.000Z,0.05995
2010-09-18T00:00:00.000Z,0.059305
2010-09-19T00:00:00.000Z,0.06135
2010-09-20T00:00:00.000Z,0.0627
2010-09-21T00:00:00.000Z,0.0628
2010-09-22T00:00:00.000Z,0.061935
2010-09-23T00:00:00.000Z,0.06225
2010-09-24T00:00:00.000Z,0.062244999999999995
2010-09-25T00:00:00.000Z,0.062049999999999994
2010-09-26T00:00:00.000Z,0.06207
2010-09-27T00:00:00.000Z,0.06209
2010-09-28T00:00:00.000Z,0.062204999999999996
2010-09-29T00:00:00.000Z,0.06175
2010-09-30T00:00:00.000Z,0.061725
2010-10-01T00:00:00.000Z,0.061945
2010-10-02T00:00:00.000Z,0.061579999999999996
2010-10-03T00:00:00.000Z,0.061200000000000004
2010-10-04T00:00:00.000Z,0.061405
2010-10-05T00:00:00.000Z,0.061954999999999996
2010-10-06T00:00:00.000Z,0.06235
2010-10-07T00:00:00.000Z,0.0649
2010-10-08T00:00:00.000Z,0.048999999999999995
2010-10-09T00:00:00.000Z,0.094
2010-10-10T00:00:00.000Z,0.105045
2010-10-11T00:00:00.000Z,0.097
2010-10-12T00:00:00.000Z,0.0905
2010-10-13T00:00:00.000Z,0.0985
2010-10-14T00:00:00.000Z,0.08474999999999999
2010-10-15T00:00:00.000Z,0.1055
2010-10-16T00:00:00.000Z,0.1015
2010-10-17T00:00:00.000Z,0.10225000000000001
2010-10-18T00:00:00.000Z,0.1
2010-10-19T00:00:00.000Z,0.09945000000000001
2010-10-20T00:00:00.000Z,0.0985
2010-10-21T00:00:00.000Z,0.10300000000000001
2010-10-22T00:00:00.000Z,0.10525000000000001
2010-10-23T00:00:00.000Z,0.10675
2010-10-24T00:00:00.000Z,0.149
2010-10-25T00:00:00.000Z,0.140045
2010-10-26T00:00:00.000Z,0.1565
2010-10-27T00:00:00.000Z,0.17049999999999998
2010-10-28T00:00:00.000Z,0.18205
2010-10-29T00:00:00.000Z,0.1815
2010-10-30T00:00:00.000Z,0.19325
2010-10-31T00:00:00.000Z,0.18495
2010-11-01T00:00:00.000Z,0.18375
2010-11-02T00:00:00.000Z,0.19275
2010-11-03T00:00:00.000Z,0.2
2010-11-04T00:00:00.000Z,0.2147
2010-11-05T00:00:00.000Z,0.23700000000000002
2010-11-06T00:00:00.000Z,0.3701
2010-11-07T00:00:00.000Z,0.378
2010-11-08T00:00:00.000Z,0.29805
2010-11-09T00:00:00.000Z,0.261
2010-11-10T00:00:00.000Z,0.19
2010-11-11T00:00:00.000Z,0.22499999999999998
2010-11-12T00:00:00.000Z,0.2565
2010-11-13T00:00:00.000Z,0.28415
2010-11-14T00:00:00.000Z,0.28459999999999996
